# db4a input recording
# frame button down
# frame mouse x y   (game pixels)
7775 mouse 55 76
7776 mouse 54 72
7777 mouse 54 70
7778 mouse 53 69
7779 mouse 53 67
7781 a 1
7786 a 0
7786 mouse 52 68
7787 mouse 45 76
7788 mouse 33 90
7789 mouse 19 110
7790 mouse 7 124
7791 mouse -1 134
7792 mouse -5 141
7793 mouse -6 144
7794 mouse -7 145
7795 mouse -7 146
7799 mouse -7 147
7800 mouse -8 148
7801 mouse -9 150
7802 mouse -11 153
7803 mouse -11 155
7804 mouse -12 155
7806 mouse -11 155
7807 mouse -11 156
7808 mouse -11 158
7809 a 1
7810 mouse -10 159
7811 mouse -10 160
7813 mouse -10 161
7814 a 0
7821 mouse -10 160
7823 mouse -8 156
7824 mouse -4 144
7825 mouse 5 125
7826 mouse 16 102
7827 mouse 27 76
7828 mouse 41 42
7829 mouse 51 17
7830 mouse 58 0
7831 mouse 62 0
7832 mouse 63 0
7835 mouse 63 2
7836 mouse 63 7
7837 mouse 62 13
7838 mouse 61 19
7839 mouse 60 24
7840 mouse 59 30
7841 mouse 58 34
7842 mouse 59 36
7846 mouse 60 37
7848 mouse 63 39
7849 mouse 66 43
7850 mouse 68 46
7851 mouse 70 49
7852 mouse 70 52
7853 mouse 70 57
7854 mouse 69 66
7855 mouse 65 77
7856 mouse 56 92
7857 mouse 50 105
7858 mouse 47 113
7859 mouse 47 119
7860 mouse 51 123
7861 mouse 61 123
7862 mouse 73 116
7863 mouse 83 105
7864 mouse 89 94
7865 mouse 90 88
7866 mouse 89 86
7867 mouse 88 84
7868 mouse 86 82
7869 mouse 85 78
7870 mouse 83 72
7871 mouse 82 65
7872 mouse 80 60
7873 mouse 80 58
7874 mouse 80 57
7878 a 1
7882 a 0
7883 mouse 81 58
7884 mouse 84 62
7885 mouse 91 71
7886 mouse 100 86
7887 mouse 113 108
7888 mouse 126 128
7889 mouse 134 139
7890 mouse 140 145
7891 mouse 145 150
7892 mouse 147 153
7893 mouse 148 154
7900 mouse 151 153
7901 mouse 154 152
7902 mouse 162 151
7903 mouse 169 150
7904 mouse 174 150
7910 mouse 175 150
7915 mouse 172 153
7916 mouse 168 158
7917 mouse 163 163
7918 mouse 158 168
7919 mouse 155 172
7920 mouse 150 176
7921 mouse 146 180
7922 mouse 144 183
7931 mouse 145 182
7932 mouse 145 180
7933 mouse 146 179
7935 a 1
7940 mouse 146 178
7942 a 0
7945 mouse 146 179
7950 mouse 147 179
7957 mouse 147 178
7958 mouse 147 174
7959 mouse 145 164
7960 mouse 140 148
7961 mouse 131 123
7962 mouse 119 92
7963 mouse 105 56
7964 mouse 94 26
7965 mouse 85 0
7966 mouse 82 0
7968 mouse 83 0
7971 mouse 84 0
7972 mouse 85 1
7973 mouse 89 5
7974 mouse 93 11
7975 mouse 97 22
7976 mouse 100 37
7977 mouse 102 53
7978 mouse 103 65
7979 mouse 103 72
7980 mouse 104 76
7981 mouse 104 78
7986 mouse 103 78
7990 mouse 102 79
7991 mouse 99 86
7992 mouse 96 106
7993 mouse 95 144
7994 mouse 96 186
7995 mouse 101 224
7996 mouse 106 224
7997 mouse 112 224
7998 mouse 119 224
7999 mouse 125 224
8000 mouse 128 224
8001 mouse 129 224
8007 mouse 130 224
8010 mouse 131 224
8042 mouse 131 222
8043 mouse 132 213
8044 mouse 135 200
8059 mouse 135 198
8060 mouse 140 193
8061 mouse 146 192
8062 mouse 158 195
8063 mouse 176 205
8064 mouse 205 222
8065 mouse 237 224
8066 mouse 266 224
8067 mouse 294 224
8068 mouse 319 224
8074 mouse 318 223
8075 mouse 312 218
8076 mouse 303 212
8077 mouse 291 205
8078 mouse 278 196
8079 mouse 262 187
8080 mouse 241 177
8081 mouse 215 166
8082 mouse 194 159
8083 mouse 171 153
8084 mouse 150 149
8085 mouse 134 146
8086 mouse 121 145
8087 mouse 112 143
8088 mouse 103 141
8089 mouse 99 140
8090 mouse 96 139
8092 mouse 95 138
8093 mouse 93 136
8094 mouse 90 132
8095 mouse 86 127
8096 mouse 80 123
8097 mouse 74 118
8098 mouse 69 116
8099 mouse 64 112
8100 mouse 60 109
8101 mouse 55 105
8102 mouse 49 102
8103 mouse 44 100
8104 mouse 40 98
8105 mouse 36 96
8106 mouse 34 95
8129 mouse 34 94
8130 mouse 33 94
8144 mouse 32 93
8149 mouse 31 93
8189 a 1
8196 a 0
8204 mouse 31 92
8205 mouse 29 89
8206 mouse 23 83
8207 mouse 16 76
8208 mouse 8 70
8209 mouse 1 66
8210 mouse -6 62
8211 mouse -10 60
8212 mouse -11 59
8217 mouse -12 59
8220 a 1
8226 a 0
8248 mouse 28 59
8279 mouse 29 59
8281 mouse 30 60
8282 mouse 31 62
8283 mouse 32 65
8284 mouse 35 70
8285 mouse 37 74
8286 mouse 40 78
8287 mouse 41 80
8288 mouse 42 81
8289 mouse 43 82
8293 mouse 44 83
8300 mouse 44 82
8303 mouse 44 81
8306 a 1
8312 a 0
8332 mouse 4 81
8347 mouse 5 81
8348 mouse 6 81
8349 mouse 7 81
8350 mouse 8 81
8351 mouse 10 81
8352 mouse 12 82
8353 mouse 16 83
8354 mouse 20 84
8355 mouse 24 85
8356 mouse 27 86
8357 mouse 31 87
8358 mouse 32 87
8362 mouse 29 86
8363 mouse 24 82
8364 mouse 19 78
8365 mouse 13 77
8366 mouse 5 76
8367 mouse 2 76
8372 mouse 5 76
8373 mouse 10 76
8374 mouse 17 76
8375 mouse 24 77
8376 mouse 33 83
8377 mouse 37 87
8392 mouse 37 86
8393 mouse 36 86
8394 mouse 36 85
8396 mouse 36 83
8397 mouse 35 81
8398 mouse 33 76
8399 mouse 30 70
8400 mouse 27 59
8401 mouse 23 43
8402 mouse 17 17
8403 mouse 10 0
8404 mouse 6 0
8405 mouse 2 0
8406 mouse -3 0
8407 mouse -9 0
8408 mouse -18 0
8409 mouse -28 0
8410 mouse -37 0
8411 mouse -47 0
8412 mouse -58 0
8413 mouse -71 0
8414 mouse -80 0
8427 mouse -78 0
8428 mouse -75 0
8429 mouse -71 0
8430 mouse -65 1
8431 mouse -52 10
8432 mouse -36 27
8433 mouse -17 52
8434 mouse 6 89
8435 mouse 24 126
8436 mouse 39 163
8437 mouse 48 194
8438 mouse 55 221
8439 mouse 58 224
8440 mouse 62 224
8441 mouse 68 224
8442 mouse 72 224
8443 mouse 75 224
8444 mouse 77 224
8457 mouse 77 223
8458 mouse 76 214
8459 mouse 70 197
8460 mouse 56 171
8461 mouse 37 146
8462 mouse 15 116
8463 mouse -11 88
8464 mouse -38 62
8465 mouse -69 32
8466 mouse -80 6
8467 mouse -80 0
8472 mouse -78 0
8473 mouse -74 0
8474 mouse -71 0
8475 mouse -65 0
8476 mouse -59 0
8477 mouse -49 0
8478 mouse -41 0
8479 mouse -32 0
8480 mouse -25 0
8481 mouse -18 2
8482 mouse -7 13
8483 mouse 9 36
8484 mouse 26 71
8485 mouse 46 114
8486 mouse 71 166
8487 mouse 96 211
8488 mouse 121 224
8489 mouse 147 224
8490 mouse 167 224
8491 mouse 182 224
8492 mouse 197 224
8493 mouse 210 224
8494 mouse 221 224
8495 mouse 231 224
8496 mouse 240 224
8497 mouse 250 224
8498 mouse 263 224
8499 mouse 278 224
8500 mouse 293 224
8501 mouse 312 224
8502 mouse 319 224
8515 mouse 317 224
8516 mouse 312 224
8517 mouse 301 224
8518 mouse 283 220
8519 mouse 260 214
8520 mouse 240 210
8521 mouse 222 204
8522 mouse 203 194
8523 mouse 182 180
8524 mouse 165 171
8525 mouse 157 166
8526 mouse 153 163
8527 mouse 152 161
8528 mouse 151 160
8531 mouse 150 160
8532 mouse 149 161
8533 mouse 147 162
8534 mouse 146 162
8535 mouse 146 163
8540 mouse 144 162
8541 mouse 132 156
8542 mouse 121 151
8543 mouse 107 146
8544 mouse 91 136
8545 mouse 74 124
8546 mouse 58 112
8547 mouse 48 104
8548 mouse 43 99
8549 mouse 39 94
8550 mouse 38 91
8555 mouse 39 92
8556 mouse 40 92
8557 mouse 42 93
8558 mouse 44 93
8559 mouse 47 94
8560 mouse 50 95
8561 mouse 54 97
8562 mouse 61 99
8563 mouse 68 102
8564 mouse 72 103
8570 mouse 71 103
8571 mouse 70 102
8572 mouse 69 101
8573 mouse 68 100
8574 mouse 67 100
8576 mouse 66 100
8584 a 1
8586 mouse 66 101
8588 a 0
8599 b 1
8604 b 0
8607 mouse 67 102
8608 mouse 69 104
8609 mouse 70 105
8620 mouse 71 104
8621 mouse 78 101
8622 mouse 94 107
8623 mouse 119 119
8624 mouse 150 137
8625 mouse 188 159
8626 mouse 226 180
8627 mouse 264 201
8628 mouse 300 221
8629 mouse 319 224
8641 mouse 318 224
8642 mouse 311 224
8643 mouse 297 224
8644 mouse 278 222
8645 mouse 254 219
8646 mouse 229 215
8647 mouse 207 210
8648 mouse 188 204
8649 mouse 173 198
8650 mouse 164 192
8651 mouse 158 186
8652 mouse 155 180
8653 mouse 153 176
8654 mouse 151 172
8655 mouse 150 169
8656 mouse 147 165
8657 mouse 144 161
8658 mouse 140 155
8659 mouse 135 147
8660 mouse 128 137
8661 mouse 123 129
8662 mouse 119 121
8663 mouse 115 115
8664 mouse 113 112
8665 mouse 113 111
8668 mouse 112 111
8669 mouse 112 112
8670 mouse 111 112
8697 mouse 112 112
8700 mouse 113 113
8738 mouse 114 113
8740 a 1
8746 a 0
8749 b 1
8753 b 0
8776 mouse 117 113
8777 mouse 128 113
8778 mouse 152 113
8779 mouse 188 114
8780 mouse 232 114
8781 mouse 281 114
8782 mouse 319 114
8783 mouse 319 113
8784 mouse 319 110
8785 mouse 319 107
8786 mouse 319 106
8787 mouse 319 105
8790 mouse 318 105
8791 mouse 317 105
8792 mouse 315 104
8793 mouse 309 103
8794 mouse 300 103
8795 mouse 289 103
8796 mouse 276 104
8797 mouse 262 106
8798 mouse 248 107
8799 mouse 232 107
8800 mouse 218 108
8801 mouse 207 110
8802 mouse 199 111
8803 mouse 192 111
8804 mouse 187 111
8805 mouse 186 111
8809 mouse 186 112
8812 mouse 185 112
8815 mouse 185 113
8816 mouse 184 113
8817 mouse 183 113
8818 mouse 182 114
8819 mouse 181 114
8820 mouse 180 114
8821 mouse 179 114
8822 mouse 178 114
8823 mouse 176 114
8824 mouse 175 114
8826 mouse 174 114
8827 mouse 173 114
8828 mouse 171 114
8829 mouse 168 115
8830 mouse 164 115
8831 mouse 161 115
8832 mouse 158 115
8833 mouse 157 115
8834 mouse 156 114
8835 mouse 155 114
8836 mouse 153 114
8837 mouse 151 114
8839 mouse 150 114
8842 mouse 149 114
8843 mouse 148 114
8844 mouse 147 114
8845 mouse 146 114
8846 mouse 146 115
8850 mouse 145 115
8866 mouse 144 115
8867 mouse 143 115
8868 mouse 142 115
8869 mouse 141 115
8876 a 1
8879 a 0
8891 b 1
8897 b 0
8907 mouse 141 114
8908 mouse 143 114
8909 mouse 148 113
8910 mouse 155 112
8911 mouse 162 112
8912 mouse 170 112
8913 mouse 178 112
8914 mouse 184 112
8915 mouse 188 112
8923 mouse 186 111
8924 mouse 181 111
8925 mouse 175 110
8926 mouse 167 110
8927 mouse 159 110
8928 mouse 151 110
8929 mouse 144 110
8930 mouse 140 110
8931 mouse 139 110
8932 mouse 138 110
8938 mouse 136 110
8939 mouse 135 110
8940 mouse 134 110
8974 mouse 134 111
8977 mouse 134 112
8980 mouse 135 112
8982 mouse 135 113
8984 mouse 135 114
9000 mouse 134 115
9008 mouse 133 115
9057 a 1
9063 a 0
9069 b 1
9075 b 0
9089 mouse 132 115
9090 mouse 132 114
9091 mouse 130 114
9092 mouse 122 114
9093 mouse 112 114
9094 mouse 98 114
9095 mouse 83 114
9096 mouse 68 114
9097 mouse 53 114
9098 mouse 41 114
9099 mouse 31 114
9100 mouse 25 114
9101 mouse 22 114
9109 mouse 21 114
9110 mouse 20 114
9111 mouse 19 114
9112 mouse 17 115
9113 mouse 14 115
9114 mouse 11 116
9115 mouse 9 116
9116 mouse 8 116
9217 a 1
9223 a 0
9226 b 1
9232 b 0
9239 mouse 8 115
9240 mouse 8 114
9241 mouse 8 113
9242 mouse 9 112
9243 mouse 9 111
9244 mouse 10 111
9245 mouse 10 110
9246 mouse 10 109
9247 mouse 11 108
9248 mouse 12 103
9249 mouse 13 98
9250 mouse 13 93
9251 mouse 13 89
9252 mouse 13 86
9253 mouse 13 85
9255 mouse 13 84
9258 mouse 13 83
9259 mouse 12 83
9260 mouse 12 82
9262 mouse 11 82
9263 mouse 11 81
9269 mouse 11 80
9270 mouse 10 80
9271 mouse 10 79
9274 mouse 10 78
9276 mouse 10 77
9277 mouse 9 77
9278 mouse 9 76
9285 mouse 9 75
9300 mouse 9 74
9301 mouse 10 74
9306 mouse 10 73
9380 a 1
9383 a 0
9386 mouse 10 72
9388 mouse 10 71
9392 mouse 11 71
9397 mouse 11 70
9406 mouse 11 71
9407 mouse 11 76
9408 mouse 11 88
9409 mouse 10 103
9410 mouse 9 122
9411 mouse 10 133
9412 mouse 10 135
9413 b 1
9415 mouse 10 134
9417 b 0
9417 mouse 10 131
9418 mouse 10 124
9419 mouse 11 108
9420 mouse 9 80
9421 mouse 4 40
9422 mouse -2 0
9423 mouse -8 0
9424 mouse -18 0
9425 mouse -30 0
9426 mouse -38 0
9427 mouse -45 0
9428 mouse -47 0
9430 mouse -48 0
9432 mouse -49 0
9434 mouse -50 0
9435 mouse -51 0
9436 mouse -52 0
9437 mouse -53 0
9438 mouse -55 0
9439 mouse -57 0
9440 mouse -60 0
9441 mouse -64 0
9442 mouse -70 0
9443 mouse -79 0
9444 mouse -80 0
9452 mouse -76 0
9453 mouse -69 0
9454 mouse -59 0
9455 mouse -47 0
9456 mouse -33 0
9457 mouse -18 0
9458 mouse -3 0
9459 mouse 6 0
9460 mouse 11 0
9461 mouse 12 0
9469 mouse 13 0
9473 mouse 14 1
9474 mouse 18 9
9475 mouse 24 22
9476 mouse 34 38
9477 mouse 44 55
9478 mouse 54 70
9479 mouse 63 80
9480 mouse 69 86
9481 mouse 73 90
9482 mouse 76 93
9483 mouse 78 94
9486 mouse 77 93
9487 mouse 76 92
9489 mouse 76 93
9490 mouse 77 96
9491 mouse 77 99
9492 mouse 77 104
9493 mouse 78 111
9494 mouse 80 118
9495 mouse 84 125
9496 mouse 89 132
9497 mouse 91 135
9498 mouse 93 137
9499 mouse 93 138
9500 mouse 94 138
9501 mouse 93 140
9502 mouse 91 140
9503 mouse 87 141
9504 mouse 82 142
9505 mouse 78 144
9506 mouse 72 147
9507 mouse 66 149
9508 mouse 60 153
9509 mouse 56 155
9510 mouse 52 157
9511 mouse 48 159
9512 mouse 45 160
9513 mouse 44 160
9515 mouse 43 160
9516 mouse 41 159
9517 mouse 39 158
9518 mouse 37 156
9519 mouse 34 154
9520 mouse 33 152
9523 a 1
9528 a 0
9529 mouse 32 151
9530 mouse 30 145
9531 mouse 25 133
9532 mouse 20 120
9533 mouse 17 108
9534 mouse 13 97
9535 mouse 11 90
9536 mouse 10 88
9537 mouse 10 86
9543 mouse 11 85
9547 a 1
9553 a 0
9553 mouse 12 86
9554 mouse 13 86
9555 mouse 13 87
9556 mouse 15 89
9557 mouse 17 90
9558 mouse 20 93
9559 mouse 22 95
9560 mouse 26 98
9561 mouse 32 103
9562 mouse 39 109
9563 mouse 48 118
9564 mouse 59 129
9565 mouse 69 139
9566 mouse 77 146
9567 mouse 82 152
9568 mouse 86 157
9569 mouse 90 160
9570 mouse 93 163
9571 mouse 96 165
9572 mouse 100 166
9573 mouse 105 167
9574 mouse 110 167
9575 mouse 116 168
9576 mouse 124 168
9577 mouse 131 168
9578 mouse 140 167
9579 mouse 147 165
9580 mouse 153 162
9581 mouse 156 160
9582 mouse 157 159
9583 mouse 157 158
9586 mouse 157 157
9587 mouse 157 156
9588 mouse 158 156
9591 mouse 158 155
9593 mouse 162 153
9594 mouse 169 149
9595 mouse 178 141
9596 mouse 185 132
9597 mouse 188 125
9598 mouse 188 116
9599 mouse 183 107
9600 mouse 176 101
9601 mouse 171 99
9602 mouse 169 99
9603 mouse 168 100
9604 mouse 167 102
9605 mouse 165 107
9606 mouse 162 110
9607 mouse 159 114
9608 mouse 155 117
9609 mouse 150 120
9610 mouse 143 122
9611 mouse 136 123
9612 mouse 129 124
9613 mouse 124 124
9614 mouse 123 125
9615 mouse 123 126
9616 mouse 123 127
9617 mouse 122 130
9618 mouse 120 137
9619 mouse 120 146
9620 mouse 119 154
9621 mouse 120 162
9622 mouse 122 174
9623 mouse 126 193
9624 mouse 131 224
9625 mouse 136 224
9626 mouse 139 224
9627 mouse 143 224
9628 mouse 146 224
9629 mouse 147 224
9631 mouse 146 224
9632 mouse 145 224
9640 mouse 142 222
9641 mouse 137 218
9642 mouse 130 213
9643 mouse 122 207
9644 mouse 113 198
9645 mouse 103 190
9646 mouse 95 184
9647 mouse 87 180
9648 mouse 79 176
9649 mouse 71 172
9650 mouse 63 168
9651 mouse 57 163
9652 mouse 51 157
9653 mouse 47 154
9654 mouse 45 153
9658 mouse 46 153
9659 mouse 49 153
9660 mouse 52 153
9661 mouse 54 152
9662 mouse 55 152
9668 mouse 56 153
9669 mouse 60 156
9670 mouse 67 162
9671 mouse 76 171
9672 mouse 87 179
9673 mouse 95 184
9674 mouse 99 186
9677 mouse 99 185
9679 mouse 99 184
9692 a 1
9698 a 0
9708 mouse 99 187
9709 mouse 100 197
9710 mouse 102 218
9711 mouse 105 224
9712 mouse 111 224
9713 mouse 118 224
9714 mouse 125 224
9715 mouse 128 224
9716 mouse 130 224
9723 mouse 130 222
9724 mouse 129 219
9725 mouse 129 215
9726 mouse 129 207
9727 mouse 129 196
9728 mouse 130 185
9729 mouse 131 178
9730 mouse 132 174
9731 mouse 132 172
9732 mouse 133 171
9733 mouse 133 170
9734 mouse 133 169
9735 mouse 133 168
9736 mouse 134 167
9737 mouse 135 162
9738 mouse 140 150
9739 mouse 146 130
9740 mouse 152 104
9741 mouse 158 70
9742 mouse 162 34
9743 mouse 163 0
9744 mouse 160 0
9745 mouse 156 0
9746 mouse 152 0
9747 mouse 149 0
9748 mouse 148 0
9749 mouse 147 0
9750 mouse 146 0
9752 mouse 145 0
9753 mouse 144 0
9754 mouse 143 0
9762 mouse 146 4
9763 mouse 150 12
9764 mouse 154 22
9765 mouse 156 31
9766 mouse 160 43
9767 mouse 163 53
9768 mouse 166 61
9769 mouse 168 68
9770 mouse 170 73
9771 mouse 170 76
9773 mouse 171 78
9774 mouse 172 83
9775 mouse 173 92
9776 mouse 174 104
9777 mouse 176 120
9778 mouse 177 135
9779 mouse 180 147
9780 mouse 181 156
9781 mouse 182 161
9782 mouse 183 164
9783 mouse 183 165
9790 mouse 184 165
9791 mouse 187 163
9792 mouse 191 160
9793 mouse 195 156
9794 mouse 196 153
9795 mouse 196 150
9796 mouse 196 147
9797 mouse 196 146
9799 a 1
9802 mouse 195 145
9803 a 0
9803 mouse 194 141
9804 mouse 193 134
9805 mouse 191 123
9806 mouse 189 112
9807 mouse 187 102
9808 mouse 185 93
9809 mouse 185 87
9810 mouse 185 84
9811 mouse 185 82
9812 mouse 186 82
9813 mouse 187 81
9814 mouse 189 79
9815 mouse 192 76
9816 mouse 193 76
9817 mouse 194 76
9818 mouse 194 75
9819 mouse 194 74
9820 a 1
9823 mouse 195 74
9827 a 0
9829 mouse 194 74
9832 mouse 192 75
9833 mouse 187 78
9834 mouse 178 81
9835 mouse 169 84
9836 mouse 166 86
9837 mouse 164 88
9838 mouse 159 89
9839 mouse 151 91
9840 mouse 136 93
9841 mouse 117 94
9842 mouse 96 96
9843 mouse 75 97
9844 mouse 58 98
9845 mouse 45 98
9846 mouse 39 98
9847 mouse 37 98
9851 mouse 36 98
9852 mouse 33 99
9853 mouse 30 99
9854 mouse 27 99
9855 mouse 23 100
9856 mouse 16 102
9857 mouse 9 106
9858 mouse 1 108
9859 mouse -5 110
9860 mouse -10 111
9861 mouse -11 111
9862 a 1
9867 mouse -10 111
9868 a 0
9868 mouse -7 110
9869 mouse 2 110
9870 mouse 23 109
9871 mouse 50 106
9872 mouse 77 101
9873 mouse 101 96
9874 mouse 123 91
9875 mouse 143 88
9876 mouse 161 85
9877 mouse 173 83
9878 mouse 182 80
9879 mouse 187 79
9880 mouse 190 79
9881 mouse 192 79
9882 mouse 193 79
9885 mouse 196 80
9886 mouse 201 81
9887 mouse 207 81
9888 mouse 216 81
9889 mouse 222 80
9890 mouse 225 79
9892 mouse 227 78
9893 mouse 231 78
9894 mouse 235 78
9895 mouse 237 78
9897 mouse 238 78
9898 mouse 244 78
9899 mouse 253 77
9900 mouse 255 76
9901 mouse 254 76
9902 a 1
9902 mouse 252 76
9910 a 0
9910 mouse 253 76
9911 mouse 254 76
9916 mouse 253 76
9926 mouse 251 77
9927 mouse 247 80
9928 mouse 238 87
9929 mouse 219 103
9930 mouse 199 125
9931 mouse 172 162
9932 mouse 148 203
9933 mouse 129 224
9934 mouse 116 224
9935 mouse 108 224
9936 mouse 109 224
9937 mouse 116 224
9938 mouse 123 224
9939 mouse 126 224
9940 mouse 128 222
9941 mouse 129 215
9942 mouse 129 206
9943 mouse 131 194
9944 mouse 136 179
9945 mouse 141 166
9946 mouse 145 155
9947 mouse 145 150
9948 mouse 142 147
9949 mouse 133 144
9950 mouse 126 143
9951 mouse 122 144
9952 mouse 121 144
9956 mouse 120 145
9957 mouse 119 147
9958 mouse 117 151
9959 mouse 115 156
9960 mouse 115 160
9961 mouse 114 161
9965 mouse 114 158
9966 mouse 115 151
9967 mouse 116 139
9968 mouse 124 123
9969 mouse 137 106
9970 mouse 163 84
9971 mouse 198 61
9972 mouse 245 37
9973 mouse 293 15
9974 mouse 319 0
9984 mouse 319 1
9985 mouse 319 6
9986 mouse 314 17
9987 mouse 306 32
9988 mouse 296 49
9989 mouse 283 66
9990 mouse 267 80
9991 mouse 250 91
9992 mouse 235 100
9993 mouse 223 108
9994 mouse 212 114
9995 mouse 204 118
9996 mouse 196 122
9997 mouse 189 126
9998 mouse 185 130
9999 mouse 180 135
10000 mouse 178 138
10001 mouse 178 140
10003 mouse 178 141
10004 mouse 182 144
10005 mouse 193 151
10006 mouse 210 156
10007 mouse 229 160
10008 mouse 265 164
10009 mouse 301 167
10010 mouse 319 170
10011 mouse 319 172
10012 mouse 319 173
10013 mouse 319 174
10016 mouse 319 173
10018 mouse 319 172
10019 mouse 318 171
10020 mouse 315 168
10021 mouse 310 164
10022 mouse 303 160
10023 mouse 298 158
10024 mouse 290 155
10025 mouse 283 152
10026 mouse 271 146
10027 mouse 260 140
10028 mouse 251 136
10029 mouse 247 134
10030 mouse 244 133
10031 mouse 240 130
10032 mouse 229 123
10033 mouse 216 113
10034 mouse 209 107
10035 mouse 204 101
10036 mouse 201 94
10037 mouse 200 90
10038 mouse 200 89
10039 mouse 200 88
10043 a 1
10048 a 0
10052 mouse 201 89
10053 mouse 203 91
10054 mouse 207 95
10055 mouse 209 97
10068 mouse 211 98
10069 mouse 215 99
10070 mouse 220 100
10071 mouse 224 101
10072 mouse 227 102
10073 mouse 230 103
10081 b 1
10088 b 0
10137 mouse 229 103
10144 mouse 228 103
10148 mouse 227 103
10149 mouse 227 102
10150 mouse 226 102
10151 mouse 225 101
10153 mouse 225 100
10156 mouse 224 100
10157 mouse 223 99
10158 mouse 222 98
10160 mouse 220 97
10161 mouse 217 96
10162 mouse 214 94
10163 mouse 211 93
10164 mouse 210 93
10165 mouse 210 92
10177 mouse 212 92
10178 mouse 223 92
10179 mouse 244 93
10180 mouse 273 93
10181 mouse 293 92
10182 mouse 303 90
10183 mouse 310 91
10184 mouse 314 92
10185 mouse 315 93
10186 mouse 316 93
10188 mouse 315 93
10189 mouse 313 92
10190 mouse 311 92
10191 mouse 304 93
10192 mouse 293 95
10193 mouse 279 98
10194 mouse 255 100
10195 mouse 230 99
10202 mouse 228 98
10203 mouse 226 97
10204 mouse 226 98
10205 mouse 227 99
10214 mouse 218 95
10215 mouse 198 96
10216 mouse 157 100
10217 mouse 103 106
10218 mouse 36 113
10219 mouse -37 120
10220 mouse -80 128
10221 mouse -80 133
10222 mouse -80 138
10223 mouse -80 139
10225 mouse -80 137
10227 mouse -79 136
10228 mouse -71 135
10229 mouse -58 134
10230 mouse -44 134
10231 mouse -21 134
10232 mouse 11 132
10233 mouse 34 130
10234 mouse 58 126
10235 mouse 62 125
10236 mouse 73 123
10280 mouse 74 123
10282 mouse 75 124
10283 mouse 79 124
10284 mouse 86 124
10285 mouse 93 124
10286 mouse 95 125
10426 mouse 96 125
10427 mouse 97 125
10428 mouse 110 125
10429 mouse 135 126
10430 mouse 171 126
10431 mouse 211 126
10432 mouse 273 125
10433 mouse 319 127
10434 mouse 319 128
10439 mouse 315 127
10440 mouse 306 127
10441 mouse 295 126
10442 mouse 283 126
10443 mouse 268 124
10444 mouse 248 123
10445 mouse 221 122
10446 mouse 198 122
10447 mouse 178 122
10448 mouse 169 122
10449 mouse 167 122
10459 mouse 166 122
10460 mouse 157 123
10461 mouse 139 125
10462 mouse 105 128
10463 mouse 68 132
10464 mouse 32 137
10465 mouse -9 142
10466 mouse -45 145
10467 mouse -73 148
10468 mouse -77 149
10469 mouse -76 148
10470 mouse -68 146
10471 mouse -56 144
10472 mouse -45 142
10473 mouse -37 142
10474 mouse -34 142
10479 mouse -26 142
10480 mouse -12 141
10481 mouse 2 140
10482 mouse 12 139
10483 mouse 14 139
10485 mouse 13 139
10488 mouse 11 140
10489 mouse 5 140
10490 mouse -5 141
10491 mouse -17 142
10492 mouse -30 143
10493 mouse -43 143
10494 mouse -50 144
10495 mouse -52 144
10496 mouse -53 144
10497 mouse -52 144
10498 mouse -50 143
10499 mouse -48 143
10500 mouse -47 143
10501 mouse -45 143
10502 mouse -43 143
10503 mouse -42 143
10520 mouse -43 143
10534 mouse -44 143
10535 mouse -45 143
10540 mouse -46 143
10547 mouse -45 143
10554 mouse -46 143
10555 mouse -49 143
10556 mouse -53 144
10557 mouse -58 144
10558 mouse -61 144
10560 mouse -58 143
10561 mouse -49 142
10562 mouse -39 141
10563 mouse -32 140
10564 mouse -28 139
10567 mouse -29 140
10578 mouse -31 140
10579 mouse -35 140
10580 mouse -42 141
10581 mouse -51 142
10582 mouse -61 143
10583 mouse -67 143
10585 mouse -64 143
10586 mouse -55 142
10587 mouse -46 140
10588 mouse -41 140
10589 mouse -39 140
10600 mouse -40 140
10601 mouse -44 140
10602 mouse -49 141
10603 mouse -56 141
10604 mouse -65 142
10605 mouse -75 143
10606 mouse -79 143
10608 mouse -73 143
10609 mouse -62 142
10610 mouse -52 141
10611 mouse -46 141
10612 mouse -45 141
